station,date,kind,peak_hour_local,fired,trigger_local,trigger_temp,observed_ext_at_trigger,observed_ext_time_local,settled_ext,settled_local,delta_F,abs_delta,trigger_pick,actual_winner,bracket_match,trigger_pick_subtitle,actual_winner_subtitle,settled_bracket_subtitle,trigger_utc,settled_utc,pick_idx,winner_idx,bracket_distance
KORD,2026-01-26,low,7,True,09:51,2.0,0.0,05:51,0.0,05:51,0.0,0.0,no_kalshi_event,,,,,,2026-01-26T15:51:00+00:00,2026-01-26T11:51:00+00:00,,,
KORD,2026-01-27,low,7,True,08:51,13.0,10.0,00:51,5.0,23:51,-5.0,5.0,no_kalshi_event,,,,,,2026-01-27T14:51:00+00:00,2026-01-28T05:51:00+00:00,,,
KORD,2026-01-28,low,7,True,08:51,4.0,1.0,05:51,1.0,05:51,0.0,0.0,no_kalshi_event,,,,,,2026-01-28T14:51:00+00:00,2026-01-28T11:51:00+00:00,,,
KORD,2026-01-29,low,7,True,08:51,5.0,1.0,07:51,1.0,07:51,0.0,0.0,no_kalshi_event,,,,,,2026-01-29T14:51:00+00:00,2026-01-29T13:51:00+00:00,,,
KORD,2026-01-30,low,7,True,08:09,11.0,6.0,01:51,6.0,01:51,0.0,0.0,no_kalshi_event,,,,,,2026-01-30T14:09:00+00:00,2026-01-30T07:51:00+00:00,,,
KORD,2026-01-31,low,7,True,08:26,16.0,11.0,00:51,11.0,00:51,0.0,0.0,KXLOWTCHI-26JAN31-B10.5,KXLOWTCHI-26JAN31-T11,False,10° to 11°,12° or above,10° to 11°,2026-01-31T14:26:00+00:00,2026-01-31T06:51:00+00:00,4,5,1
KORD,2026-02-01,low,7,True,08:51,15.0,8.0,06:51,8.0,06:51,0.0,0.0,KXLOWTCHI-26FEB01-B7.5,KXLOWTCHI-26FEB01-B11.5,False,7° to 8°,11° to 12°,7° to 8°,2026-02-01T14:51:00+00:00,2026-02-01T12:51:00+00:00,2,4,2
KORD,2026-02-02,low,7,True,08:28,24.0,21.2,00:46,21.0,22:51,-0.1999999999999993,0.1999999999999993,,KXLOWTCHI-26FEB02-B20.5,,,20° to 21°,20° to 21°,2026-02-02T14:28:00+00:00,2026-02-03T04:51:00+00:00,,,
KORD,2026-02-03,low,7,True,08:51,20.0,16.0,07:51,16.0,07:51,0.0,0.0,KXLOWTCHI-26FEB03-B16.5,KXLOWTCHI-26FEB03-T17,False,16° to 17°,18° or above,16° to 17°,2026-02-03T14:51:00+00:00,2026-02-03T13:51:00+00:00,4,5,1
KORD,2026-02-04,low,7,True,08:51,21.0,16.0,00:51,16.0,00:51,0.0,0.0,KXLOWTCHI-26FEB04-T15,KXLOWTCHI-26FEB04-T15,True,16° or above,16° or above,16° or above,2026-02-04T14:51:00+00:00,2026-02-04T06:51:00+00:00,5,5,0
KORD,2026-02-05,low,7,True,08:09,21.0,16.0,00:51,16.0,00:51,0.0,0.0,KXLOWTCHI-26FEB05-B16.5,KXLOWTCHI-26FEB05-B16.5,True,16° to 17°,16° to 17°,16° to 17°,2026-02-05T14:09:00+00:00,2026-02-05T06:51:00+00:00,4,4,0
KORD,2026-02-06,low,7,True,08:51,33.0,29.0,00:51,18.0,23:51,-11.0,11.0,KXLOWTCHI-26FEB06-T21,KXLOWTCHI-26FEB06-T21,True,22° or above,22° or above,18° to 19°,2026-02-06T14:51:00+00:00,2026-02-07T05:51:00+00:00,5,5,0
KORD,2026-02-07,low,7,True,08:51,15.0,12.0,04:51,12.0,04:51,0.0,0.0,KXLOWTCHI-26FEB07-B11.5,KXLOWTCHI-26FEB07-T12,False,11° to 12°,13° or above,11° to 12°,2026-02-07T14:51:00+00:00,2026-02-07T10:51:00+00:00,4,5,1
KORD,2026-02-08,low,7,True,08:51,23.0,21.0,05:51,21.0,05:51,0.0,0.0,KXLOWTCHI-26FEB08-T20,KXLOWTCHI-26FEB08-B19.5,False,21° or above,19° to 20°,21° or above,2026-02-08T14:51:00+00:00,2026-02-08T11:51:00+00:00,5,4,1
KORD,2026-02-09,low,7,True,08:51,25.0,22.0,06:51,22.0,06:51,0.0,0.0,KXLOWTCHI-26FEB09-B22.5,KXLOWTCHI-26FEB09-B22.5,True,22° to 23°,22° to 23°,22° to 23°,2026-02-09T14:51:00+00:00,2026-02-09T12:51:00+00:00,4,4,0
KORD,2026-02-10,low,7,True,08:51,39.0,37.0,00:51,31.0,23:51,-6.0,6.0,KXLOWTCHI-26FEB10-T35,KXLOWTCHI-26FEB10-B32.5,False,36° or above,32° to 33°,30° to 31°,2026-02-10T14:51:00+00:00,2026-02-11T05:51:00+00:00,5,3,2
KORD,2026-02-11,low,7,True,08:51,29.0,26.0,05:51,26.0,05:51,0.0,0.0,KXLOWTCHI-26FEB11-B25.5,KXLOWTCHI-26FEB11-B25.5,True,25° to 26°,25° to 26°,25° to 26°,2026-02-11T14:51:00+00:00,2026-02-11T11:51:00+00:00,3,3,0
KORD,2026-02-12,low,7,True,08:51,30.0,25.0,06:51,25.0,06:51,0.0,0.0,KXLOWTCHI-26FEB12-B24.5,KXLOWTCHI-26FEB12-B26.5,False,24° to 25°,26° to 27°,24° to 25°,2026-02-12T14:51:00+00:00,2026-02-12T12:51:00+00:00,3,4,1
KORD,2026-02-13,low,7,True,08:51,35.0,25.0,00:51,25.0,00:51,0.0,0.0,no_kalshi_event,,,,,,2026-02-13T14:51:00+00:00,2026-02-13T06:51:00+00:00,,,
KORD,2026-02-14,low,7,True,08:51,35.0,29.0,06:51,29.0,06:51,0.0,0.0,no_kalshi_event,,,,,,2026-02-14T14:51:00+00:00,2026-02-14T12:51:00+00:00,,,
KMIA,2026-01-15,high,13,False,,,71.6,10:49,71.6,10:49,,,,,,,,,,2026-01-15T15:49:00+00:00,,,
KMIA,2026-01-16,high,13,True,16:53,66.0,68.0,14:53,68.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-16T21:53:00+00:00,2026-01-16T19:53:00+00:00,,,
KMIA,2026-01-17,high,13,True,17:53,74.0,77.0,12:53,77.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-17T22:53:00+00:00,2026-01-17T17:53:00+00:00,,,
KMIA,2026-01-18,high,13,False,,,81.0,10:53,81.0,10:53,,,,,,,,,,2026-01-18T15:53:00+00:00,,,
KMIA,2026-01-19,high,13,True,17:53,64.0,67.0,15:53,67.0,15:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-19T22:53:00+00:00,2026-01-19T20:53:00+00:00,,,
KMIA,2026-01-20,high,13,True,14:53,72.0,74.0,12:53,74.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-20T19:53:00+00:00,2026-01-20T17:53:00+00:00,,,
KMIA,2026-01-21,high,13,True,20:36,69.0,71.0,16:53,71.0,16:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-22T01:36:00+00:00,2026-01-21T21:53:00+00:00,,,
KMIA,2026-01-22,high,13,True,14:53,72.0,76.0,12:53,76.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-22T19:53:00+00:00,2026-01-22T17:53:00+00:00,,,
KMIA,2026-01-23,high,13,True,14:53,79.0,82.0,12:53,82.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-23T19:53:00+00:00,2026-01-23T17:53:00+00:00,,,
KMIA,2026-01-24,high,13,True,15:53,79.0,82.0,13:53,82.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-24T20:53:00+00:00,2026-01-24T18:53:00+00:00,,,
KMIA,2026-01-25,high,13,True,16:53,80.0,82.0,13:53,82.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-25T21:53:00+00:00,2026-01-25T18:53:00+00:00,,,
KMIA,2026-01-26,high,13,True,14:53,83.0,86.0,12:53,86.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-26T19:53:00+00:00,2026-01-26T17:53:00+00:00,,,
KMIA,2026-01-27,high,13,True,17:53,62.0,66.0,13:53,66.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-27T22:53:00+00:00,2026-01-27T18:53:00+00:00,,,
KMIA,2026-01-28,high,13,True,15:53,61.0,63.0,13:53,63.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-28T20:53:00+00:00,2026-01-28T18:53:00+00:00,,,
KMIA,2026-01-29,high,13,True,15:53,70.0,72.0,13:53,72.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-29T20:53:00+00:00,2026-01-29T18:53:00+00:00,,,
KMIA,2026-01-30,high,13,True,16:53,66.0,68.0,15:53,68.0,15:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-30T21:53:00+00:00,2026-01-30T20:53:00+00:00,,,
KMIA,2026-01-31,high,13,False,,,65.0,09:53,65.0,09:53,,,,,,,,,,2026-01-31T14:53:00+00:00,,,
KMIA,2026-02-01,high,13,True,18:53,49.0,51.0,15:53,51.0,15:53,0.0,0.0,KXHIGHMIA-26FEB01-B51.5,KXHIGHMIA-26FEB01-B51.5,True,51° to 52°,51° to 52°,51° to 52°,2026-02-01T23:53:00+00:00,2026-02-01T20:53:00+00:00,2,2,0
KMIA,2026-02-02,high,13,True,17:53,55.0,57.0,14:53,57.0,14:53,0.0,0.0,KXHIGHMIA-26FEB02-B56.5,KXHIGHMIA-26FEB02-B58.5,False,56° to 57°,58° to 59°,56° to 57°,2026-02-02T22:53:00+00:00,2026-02-02T19:53:00+00:00,1,2,1
KMIA,2026-02-03,high,13,True,14:53,67.0,69.0,13:53,69.0,13:53,0.0,0.0,KXHIGHMIA-26FEB03-B68.5,KXHIGHMIA-26FEB03-B68.5,True,68° to 69°,68° to 69°,68° to 69°,2026-02-03T19:53:00+00:00,2026-02-03T18:53:00+00:00,3,3,0
KMIA,2026-02-04,high,13,True,17:53,70.0,73.0,12:53,73.0,12:53,0.0,0.0,KXHIGHMIA-26FEB04-B72.5,KXHIGHMIA-26FEB04-B74.5,False,72° to 73°,74° to 75°,72° to 73°,2026-02-04T22:53:00+00:00,2026-02-04T17:53:00+00:00,2,3,1
KMIA,2026-02-05,high,13,False,,,74.0,11:53,74.0,11:53,,,,,,,,,,2026-02-05T16:53:00+00:00,,,
KMIA,2026-02-06,high,13,True,17:53,64.0,66.0,15:53,66.0,15:53,0.0,0.0,KXHIGHMIA-26FEB06-B65.5,KXHIGHMIA-26FEB06-B65.5,True,65° to 66°,65° to 66°,65° to 66°,2026-02-06T22:53:00+00:00,2026-02-06T20:53:00+00:00,2,2,0
KMIA,2026-02-07,high,13,True,17:53,75.0,79.0,15:53,79.0,15:53,0.0,0.0,KXHIGHMIA-26FEB07-B78.5,KXHIGHMIA-26FEB07-B78.5,True,78° to 79°,78° to 79°,78° to 79°,2026-02-07T22:53:00+00:00,2026-02-07T20:53:00+00:00,4,4,0
KMIA,2026-02-08,high,13,True,15:53,71.0,73.0,12:53,73.0,12:53,0.0,0.0,KXHIGHMIA-26FEB08-B72.5,KXHIGHMIA-26FEB08-B74.5,False,72° to 73°,74° to 75°,72° to 73°,2026-02-08T20:53:00+00:00,2026-02-08T17:53:00+00:00,3,4,1
KMIA,2026-02-09,high,13,False,,,74.0,11:53,74.0,11:53,,,,,,,,,,2026-02-09T16:53:00+00:00,,,
KMIA,2026-02-10,high,13,True,15:53,73.0,76.0,12:53,76.0,12:53,0.0,0.0,KXHIGHMIA-26FEB10-B76.5,KXHIGHMIA-26FEB10-B76.5,True,76° to 77°,76° to 77°,76° to 77°,2026-02-10T20:53:00+00:00,2026-02-10T17:53:00+00:00,3,3,0
KMIA,2026-02-11,high,13,True,14:53,75.0,77.0,11:53,77.0,11:53,0.0,0.0,KXHIGHMIA-26FEB11-B76.5,KXHIGHMIA-26FEB11-B78.5,False,76° to 77°,78° to 79°,76° to 77°,2026-02-11T19:53:00+00:00,2026-02-11T16:53:00+00:00,3,4,1
KMIA,2026-02-12,high,13,True,15:53,78.0,81.0,14:53,81.0,14:53,0.0,0.0,KXHIGHMIA-26FEB12-T80,KXHIGHMIA-26FEB12-T80,True,81° or above,81° or above,81° or above,2026-02-12T20:53:00+00:00,2026-02-12T19:53:00+00:00,5,5,0
KMIA,2026-02-13,high,13,True,15:53,76.0,81.0,14:53,81.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-02-13T20:53:00+00:00,2026-02-13T19:53:00+00:00,,,
KMIA,2026-02-14,high,13,True,16:53,76.0,78.0,12:53,78.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-02-14T21:53:00+00:00,2026-02-14T17:53:00+00:00,,,
KMIA,2026-01-15,low,7,True,08:53,71.0,64.0,03:53,50.0,23:53,-14.0,14.0,no_kalshi_event,,,,,,2026-01-15T13:53:00+00:00,2026-01-16T04:53:00+00:00,,,
KMIA,2026-01-16,low,7,True,08:53,50.0,45.0,05:53,45.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-16T13:53:00+00:00,2026-01-16T10:53:00+00:00,,,
KMIA,2026-01-17,low,7,True,08:53,66.0,63.0,00:53,63.0,00:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-17T13:53:00+00:00,2026-01-17T05:53:00+00:00,,,
KMIA,2026-01-18,low,7,True,08:53,74.0,68.0,01:53,57.0,23:53,-11.0,11.0,no_kalshi_event,,,,,,2026-01-18T13:53:00+00:00,2026-01-19T04:53:00+00:00,,,
KMIA,2026-01-19,low,7,True,08:53,50.0,47.0,06:53,47.0,06:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-19T13:53:00+00:00,2026-01-19T11:53:00+00:00,,,
KMIA,2026-01-20,low,7,True,08:53,60.0,56.0,00:53,56.0,00:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-20T13:53:00+00:00,2026-01-20T05:53:00+00:00,,,
KMIA,2026-01-21,low,7,True,08:53,70.0,68.0,00:53,68.0,00:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-21T13:53:00+00:00,2026-01-21T05:53:00+00:00,,,
KMIA,2026-01-22,low,7,True,08:53,70.0,67.0,04:53,67.0,04:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-22T13:53:00+00:00,2026-01-22T09:53:00+00:00,,,
KMIA,2026-01-23,low,7,False,,,68.0,00:53,68.0,00:53,,,,,,,,,,2026-01-23T05:53:00+00:00,,,
KMIA,2026-01-24,low,7,True,08:53,75.0,70.0,05:53,70.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-24T13:53:00+00:00,2026-01-24T10:53:00+00:00,,,
KMIA,2026-01-25,low,7,True,08:53,77.0,73.0,02:53,73.0,02:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-25T13:53:00+00:00,2026-01-25T07:53:00+00:00,,,
KMIA,2026-01-26,low,7,True,08:50,75.2,73.0,02:53,57.0,23:53,-16.0,16.0,no_kalshi_event,,,,,,2026-01-26T13:50:00+00:00,2026-01-27T04:53:00+00:00,,,
KMIA,2026-01-27,low,7,True,08:53,54.0,50.0,06:53,50.0,06:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-27T13:53:00+00:00,2026-01-27T11:53:00+00:00,,,
KMIA,2026-01-28,low,7,True,08:53,53.0,50.0,05:53,50.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-28T13:53:00+00:00,2026-01-28T10:53:00+00:00,,,
KMIA,2026-01-29,low,7,True,08:53,55.0,51.0,05:53,51.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-29T13:53:00+00:00,2026-01-29T10:53:00+00:00,,,
KMIA,2026-01-30,low,7,True,08:53,65.0,61.0,05:53,61.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-30T13:53:00+00:00,2026-01-30T10:53:00+00:00,,,
KMIA,2026-01-31,low,7,True,08:53,64.0,56.0,04:53,46.0,23:53,-10.0,10.0,KXLOWTMIA-26JAN31-T50,KXLOWTMIA-26JAN31-B45.5,False,51° or above,45° to 46°,45° to 46°,2026-01-31T13:53:00+00:00,2026-02-01T04:53:00+00:00,5,2,3
KMIA,2026-02-01,low,7,True,08:53,38.0,35.0,06:53,35.0,06:53,0.0,0.0,KXLOWTMIA-26FEB01-B35.5,KXLOWTMIA-26FEB01-B35.5,True,35° to 36°,35° to 36°,35° to 36°,2026-02-01T13:53:00+00:00,2026-02-01T11:53:00+00:00,4,4,0
KMIA,2026-02-02,low,7,True,08:53,44.0,39.0,03:53,39.0,03:53,0.0,0.0,KXLOWTMIA-26FEB02-T38,KXLOWTMIA-26FEB02-B37.5,False,39° or above,37° to 38°,39° or above,2026-02-02T13:53:00+00:00,2026-02-02T08:53:00+00:00,5,4,1
KMIA,2026-02-03,low,7,True,08:53,51.0,44.0,02:53,44.0,02:53,0.0,0.0,KXLOWTMIA-26FEB03-B44.5,KXLOWTMIA-26FEB03-B44.5,True,44° to 45°,44° to 45°,44° to 45°,2026-02-03T13:53:00+00:00,2026-02-03T07:53:00+00:00,4,4,0
KMIA,2026-02-04,low,7,True,08:53,63.0,55.0,01:53,55.0,01:53,0.0,0.0,KXLOWTMIA-26FEB04-B55.5,KXLOWTMIA-26FEB04-B53.5,False,55° to 56°,53° to 54°,55° to 56°,2026-02-04T13:53:00+00:00,2026-02-04T06:53:00+00:00,3,2,1
KMIA,2026-02-05,low,7,True,08:53,68.0,59.0,06:53,49.0,23:53,-10.0,10.0,KXLOWTMIA-26FEB05-T53,KXLOWTMIA-26FEB05-B48.5,False,54° or above,48° to 49°,48° to 49°,2026-02-05T13:53:00+00:00,2026-02-06T04:53:00+00:00,5,2,3
KMIA,2026-02-06,low,7,True,08:53,50.0,45.0,05:53,45.0,05:53,0.0,0.0,KXLOWTMIA-26FEB06-B44.5,KXLOWTMIA-26FEB06-B44.5,True,44° to 45°,44° to 45°,44° to 45°,2026-02-06T13:53:00+00:00,2026-02-06T10:53:00+00:00,4,4,0
KMIA,2026-02-07,low,7,True,08:53,61.0,51.0,01:53,51.0,01:53,0.0,0.0,KXLOWTMIA-26FEB07-B51.5,KXLOWTMIA-26FEB07-B51.5,True,51° to 52°,51° to 52°,51° to 52°,2026-02-07T13:53:00+00:00,2026-02-07T06:53:00+00:00,3,3,0
KMIA,2026-02-08,low,7,True,08:53,62.0,54.0,05:53,54.0,05:53,0.0,0.0,KXLOWTMIA-26FEB08-B53.5,KXLOWTMIA-26FEB08-B53.5,True,53° to 54°,53° to 54°,53° to 54°,2026-02-08T13:53:00+00:00,2026-02-08T10:53:00+00:00,3,3,0
KMIA,2026-02-09,low,7,True,08:53,67.0,57.0,04:53,57.0,04:53,0.0,0.0,KXLOWTMIA-26FEB09-B56.5,KXLOWTMIA-26FEB09-B54.5,False,56° to 57°,54° to 55°,56° to 57°,2026-02-09T13:53:00+00:00,2026-02-09T09:53:00+00:00,3,2,1
KMIA,2026-02-10,low,7,True,08:53,66.0,57.0,04:53,57.0,04:53,0.0,0.0,KXLOWTMIA-26FEB10-B56.5,KXLOWTMIA-26FEB10-B56.5,True,56° to 57°,56° to 57°,56° to 57°,2026-02-10T13:53:00+00:00,2026-02-10T09:53:00+00:00,2,2,0
KMIA,2026-02-11,low,7,True,08:53,70.0,59.0,05:53,59.0,05:53,0.0,0.0,KXLOWTMIA-26FEB11-B59.5,KXLOWTMIA-26FEB11-B59.5,True,59° to 60°,59° to 60°,59° to 60°,2026-02-11T13:53:00+00:00,2026-02-11T10:53:00+00:00,3,3,0
KMIA,2026-02-12,low,7,True,08:53,67.0,59.0,06:53,59.0,06:53,0.0,0.0,KXLOWTMIA-26FEB12-B58.5,KXLOWTMIA-26FEB12-B58.5,True,58° to 59°,58° to 59°,58° to 59°,2026-02-12T13:53:00+00:00,2026-02-12T11:53:00+00:00,3,3,0
KMIA,2026-02-13,low,7,True,08:51,62.6,61.0,06:37,61.0,06:37,0.0,0.0,no_kalshi_event,,,,,,2026-02-13T13:51:00+00:00,2026-02-13T11:37:00+00:00,,,
KMIA,2026-02-14,low,7,True,08:53,71.0,63.0,05:53,63.0,05:53,0.0,0.0,no_kalshi_event,,,,,,2026-02-14T13:53:00+00:00,2026-02-14T10:53:00+00:00,,,
KDEN,2026-01-14,high,13,True,18:53,41.0,45.0,17:53,45.0,17:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-15T01:53:00+00:00,2026-01-15T00:53:00+00:00,,,
KDEN,2026-01-15,high,13,True,15:53,57.0,60.0,11:53,60.0,11:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-15T22:53:00+00:00,2026-01-15T18:53:00+00:00,,,
KDEN,2026-01-16,high,13,True,14:53,33.0,36.0,11:53,36.0,11:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-16T21:53:00+00:00,2026-01-16T18:53:00+00:00,,,
KDEN,2026-01-17,high,13,True,16:53,31.0,35.0,14:53,35.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-17T23:53:00+00:00,2026-01-17T21:53:00+00:00,,,
KDEN,2026-01-18,high,13,True,14:53,47.0,50.0,10:53,50.0,10:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-18T21:53:00+00:00,2026-01-18T17:53:00+00:00,,,
KDEN,2026-01-19,high,13,True,16:53,30.0,37.0,14:53,37.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-19T23:53:00+00:00,2026-01-19T21:53:00+00:00,,,
KDEN,2026-01-20,high,13,True,14:53,47.0,51.0,11:53,51.0,11:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-20T21:53:00+00:00,2026-01-20T18:53:00+00:00,,,
KDEN,2026-01-21,high,13,True,15:53,45.0,48.0,14:53,48.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-21T22:53:00+00:00,2026-01-21T21:53:00+00:00,,,
KDEN,2026-01-22,high,13,True,15:53,35.0,37.0,14:53,37.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-22T22:53:00+00:00,2026-01-22T21:53:00+00:00,,,
KDEN,2026-01-23,high,13,True,14:33,14.0,15.8,12:50,15.8,12:50,0.0,0.0,no_kalshi_event,,,,,,2026-01-23T21:33:00+00:00,2026-01-23T19:50:00+00:00,,,
KDEN,2026-01-24,high,13,True,15:53,13.0,16.0,13:53,16.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-24T22:53:00+00:00,2026-01-24T20:53:00+00:00,,,
KDEN,2026-01-25,high,13,True,14:38,23.0,26.0,12:53,26.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-25T21:38:00+00:00,2026-01-25T19:53:00+00:00,,,
KDEN,2026-01-26,high,13,True,16:53,41.0,44.0,13:53,44.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-26T23:53:00+00:00,2026-01-26T20:53:00+00:00,,,
KDEN,2026-01-27,high,13,True,16:53,43.0,48.0,13:53,48.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-27T23:53:00+00:00,2026-01-27T20:53:00+00:00,,,
KDEN,2026-01-28,high,13,True,16:53,45.0,51.0,15:53,51.0,15:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-28T23:53:00+00:00,2026-01-28T22:53:00+00:00,,,
KDEN,2026-01-29,high,13,True,15:53,42.0,46.0,13:53,46.0,13:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-29T22:53:00+00:00,2026-01-29T20:53:00+00:00,,,
KDEN,2026-01-30,high,13,True,16:53,43.0,47.0,14:53,47.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-01-30T23:53:00+00:00,2026-01-30T21:53:00+00:00,,,
KDEN,2026-01-31,high,13,True,16:53,50.0,56.0,13:53,56.0,13:53,0.0,0.0,KXHIGHDEN-26JAN31-B56.5,KXHIGHDEN-26JAN31-B56.5,True,56° to 57°,56° to 57°,56° to 57°,2026-01-31T23:53:00+00:00,2026-01-31T20:53:00+00:00,2,2,0
KDEN,2026-02-01,high,13,True,16:53,53.0,62.0,13:53,62.0,13:53,0.0,0.0,KXHIGHDEN-26FEB01-B61.5,KXHIGHDEN-26FEB01-B61.5,True,61° to 62°,61° to 62°,61° to 62°,2026-02-01T23:53:00+00:00,2026-02-01T20:53:00+00:00,2,2,0
KDEN,2026-02-02,high,13,True,16:53,47.0,52.0,15:53,52.0,15:53,0.0,0.0,KXHIGHDEN-26FEB02-T53,KXHIGHDEN-26FEB02-T53,True,52° or below,52° or below,52° or below,2026-02-02T23:53:00+00:00,2026-02-02T22:53:00+00:00,0,0,0
KDEN,2026-02-03,high,13,True,15:16,44.0,47.0,12:53,47.0,12:53,0.0,0.0,KXHIGHDEN-26FEB03-T51,KXHIGHDEN-26FEB03-T51,True,50° or below,50° or below,50° or below,2026-02-03T22:16:00+00:00,2026-02-03T19:53:00+00:00,0,0,0
KDEN,2026-02-04,high,13,True,16:53,46.0,50.0,14:53,50.0,14:53,0.0,0.0,KXHIGHDEN-26FEB04-B49.5,KXHIGHDEN-26FEB04-B51.5,False,49° to 50°,51° to 52°,49° to 50°,2026-02-04T23:53:00+00:00,2026-02-04T21:53:00+00:00,1,2,1
KDEN,2026-02-05,high,13,True,16:53,59.0,64.0,14:53,64.0,14:53,0.0,0.0,KXHIGHDEN-26FEB05-B64.5,KXHIGHDEN-26FEB05-B64.5,True,64° to 65°,64° to 65°,64° to 65°,2026-02-05T23:53:00+00:00,2026-02-05T21:53:00+00:00,3,3,0
KDEN,2026-02-06,high,13,True,15:53,63.0,66.0,14:53,66.0,14:53,0.0,0.0,KXHIGHDEN-26FEB06-B65.5,KXHIGHDEN-26FEB06-B65.5,True,65° to 66°,65° to 66°,65° to 66°,2026-02-06T22:53:00+00:00,2026-02-06T21:53:00+00:00,2,2,0
KDEN,2026-02-07,high,13,True,14:53,62.0,64.0,12:53,64.0,12:53,0.0,0.0,KXHIGHDEN-26FEB07-B63.5,KXHIGHDEN-26FEB07-B65.5,False,63° to 64°,65° to 66°,63° to 64°,2026-02-07T21:53:00+00:00,2026-02-07T19:53:00+00:00,2,3,1
KDEN,2026-02-08,high,13,True,15:53,62.0,64.0,13:53,64.0,13:53,0.0,0.0,KXHIGHDEN-26FEB08-B64.5,KXHIGHDEN-26FEB08-B64.5,True,64° to 65°,64° to 65°,64° to 65°,2026-02-08T22:53:00+00:00,2026-02-08T20:53:00+00:00,2,2,0
KDEN,2026-02-09,high,13,True,14:53,66.0,70.0,12:53,70.0,12:53,0.0,0.0,KXHIGHDEN-26FEB09-B70.5,KXHIGHDEN-26FEB09-B70.5,True,70° to 71°,70° to 71°,70° to 71°,2026-02-09T21:53:00+00:00,2026-02-09T19:53:00+00:00,4,4,0
KDEN,2026-02-10,high,13,True,15:53,43.0,45.0,14:53,45.0,14:53,0.0,0.0,KXHIGHDEN-26FEB10-T51,KXHIGHDEN-26FEB10-T51,True,50° or below,50° or below,50° or below,2026-02-10T22:53:00+00:00,2026-02-10T21:53:00+00:00,0,0,0
KDEN,2026-02-11,high,13,True,16:53,54.0,57.0,14:53,57.0,14:53,0.0,0.0,KXHIGHDEN-26FEB11-T58,KXHIGHDEN-26FEB11-T58,True,57° or below,57° or below,57° or below,2026-02-11T23:53:00+00:00,2026-02-11T21:53:00+00:00,0,0,0
KDEN,2026-02-12,high,13,True,16:53,56.0,60.0,14:53,60.0,14:53,0.0,0.0,KXHIGHDEN-26FEB12-B59.5,KXHIGHDEN-26FEB12-B59.5,True,59° to 60°,59° to 60°,59° to 60°,2026-02-12T23:53:00+00:00,2026-02-12T21:53:00+00:00,3,3,0
KDEN,2026-02-13,high,13,True,15:53,53.0,55.0,12:53,55.0,12:53,0.0,0.0,no_kalshi_event,,,,,,2026-02-13T22:53:00+00:00,2026-02-13T19:53:00+00:00,,,
KDEN,2026-02-14,high,13,True,16:53,52.0,56.0,14:53,56.0,14:53,0.0,0.0,no_kalshi_event,,,,,,2026-02-14T23:53:00+00:00,2026-02-14T21:53:00+00:00,,,
